filename,scene_graph
dcjraqN, 0-nose .   10-letter .   11-letter .   13-letter .   14-letter .   15-letter .   1-hair .   2-face .   3-ear .   4-mouth .   7-eye .   8-letter .   9-letter 
ddkILbG,7-window on 8-building .  8-building has 7-window 
DheGAH3,0-mouth of 6-man .  1-nose of 6-man .  1-nose on 4-face .  2-eye of 6-man .  3-eye of 6-man .  4-face of 6-man .  5-ear of 6-man .  6-man has 0-mouth .  6-man has 1-nose .  6-man has 2-eye .  6-man has 3-eye .  6-man has 4-face .  6-man has 5-ear .  6-man has 8-eye .  8-eye of 6-man 
DLr1Uo7,0-tie near 12-neck .  14-man has 7-hand .  15-arm of 4-man 
DmcdsLa,5-glass on 4-head 
DNwiCOI,0-tie on 2-neck 
dOjn3Mo,0-man has 5-hair .  0-man has 6-head .  0-man wearing 8-tie .  14-face of 1-man .  1-man has 14-face .  1-man has 4-hair .  1-man wearing 7-tie .  5-hair on 6-head .  6-head of 0-man 
dOr1Ljj,0-sign on 9-screen .  11-tie on 2-man .  1-box on 15-desk .  1-box on 8-shelf .  2-man has 13-hair .  2-man has 5-head .  2-man has 6-hand .  2-man on 9-screen .  2-man wearing 11-tie .  2-man wearing 7-jacket .  5-head of 2-man .  6-hand of 2-man 
dPkUsp1,0-ear of 12-person .  10-face of 11-woman .  11-woman has 10-face .  11-woman has 8-hair .  12-person has 1-hair .  12-person has 2-nose .  12-person wearing 13-jacket .  14-letter on 4-sign .  2-nose of 12-person .  2-nose on 3-face .  6-mouth of 12-person 
DZ2uQ50,0-man has 14-head .  0-man has 2-hair .  0-man has 5-face .  0-man wearing 15-jacket .  0-man wearing 6-shirt .  11-head of 1-man .  13-head of 3-man .  14-head of 0-man .  1-man has 11-head .  1-man has 4-hair .  1-man has 8-face .  1-man wearing 10-shirt .  2-hair on 14-head .  3-man has 13-head .  3-man has 7-hair .  3-man has 9-face .  4-hair on 11-head .  5-face of 0-man .  7-hair on 13-head .  8-face of 1-man .  9-face of 3-man 
dZVtSfm,0-man has 12-nose .  0-man has 5-face .  0-man has 6-hair .  0-man has 7-mouth .  0-man wearing 4-shirt .  11-nose of 13-woman .  12-nose of 0-man .  13-woman has 10-neck .  13-woman has 11-nose .  13-woman has 2-hair .  13-woman has 3-mouth .  13-woman has 9-face .  3-mouth of 13-woman .  5-face of 0-man .  7-mouth of 0-man .  8-tree behind 0-man .  9-face of 13-woman 
E0JmmKR,0-shirt has 13-logo .  10-mouth of 6-man .  11-hair on 12-head .  12-head of 6-man .  13-logo on 0-shirt .  15-ear of 6-man .  1-nose of 6-man .  2-arm of 6-man .  3-hand of 6-man .  4-arm of 6-man .  5-hand of 6-man .  6-man has 10-mouth .  6-man has 12-head .  6-man has 15-ear .  6-man has 1-nose .  6-man has 2-arm .  6-man has 3-hand .  6-man has 4-arm .  6-man has 5-hand .  6-man has 8-face .  6-man wearing 0-shirt .  6-man wearing 9-pant .  8-face of 6-man 
eeuDu6t,6-hair on 12-head .  9-woman has 1-hair .  9-woman has 4-face 
EhpW75N,image.   4-letter 
EIehYa1,10-face of 8-man .  11-head of 8-man .  1-hand of 8-man .  3-ear of 8-man .  4-hat on 11-head .  4-hat on 8-man .  5-mouth of 8-man .  6-nose of 8-man .  8-man has 10-face .  8-man has 11-head .  8-man has 14-neck .  8-man has 1-hand .  8-man has 3-ear .  8-man has 5-mouth .  8-man has 6-nose .  8-man has 9-ear .  8-man wearing 4-hat .  9-ear of 8-man 
eMSADPX,0-ear of 5-man .  1-mouth of 5-man .  3-face of 5-man .  4-nose of 5-man .  5-man has 0-ear .  5-man has 1-mouth .  5-man has 3-face 
EMshcj9,1-mouth of 3-woman .  3-woman has 1-mouth .  3-woman has 7-face .  4-eye on 0-face .  6-hair on 12-head .  7-face of 3-woman 
Eq9f1cu,10-eye of 7-man .  11-man has 3-hair .  11-man wearing 14-tie .  2-nose of 11-man .  2-nose of 7-man .  2-nose on 6-face .  4-hand of 7-man .  5-mouth of 7-man .  6-face of 7-man .  7-man has 10-eye .  7-man has 1-ear .  7-man has 2-nose .  7-man has 3-hair .  7-man has 4-hand .  7-man has 5-mouth .  7-man has 6-face .  7-man has 9-arm .  7-man wearing 14-tie 
Er3pBdJ,0-man has 1-face .  0-man has 6-hair .  1-face of 0-man 
EsepD5Q, 1-letter .   2-letter .   3-letter 
ET5rdX2,0-man has 2-hand .  0-man has 4-hand .  0-man has 7-hair .  0-man wearing 12-tie .  0-man wearing 13-pant .  0-man wearing 1-jacket .  12-tie under 1-jacket .  2-hand of 0-man .  4-hand of 0-man 
EuTcoU6, 0-letter .   10-letter .   11-letter .   12-letter .   13-letter .   14-letter .   15-letter .   1-letter .  letter.   3-letter .   4-letter .   5-letter .   6-letter .   7-letter .   8-letter .   9-letter 
ewKXYvk,0-eye of 5-man .  11-mouth of 5-man .  13-finger of 5-man .  14-arm of 5-man .  1-nose of 5-man .  1-nose on 4-face .  2-eye of 5-man .  4-face of 5-man .  5-man has 0-eye .  5-man has 11-mouth .  5-man has 12-ear .  5-man has 13-finger .  5-man has 14-arm .  5-man has 1-nose .  5-man has 2-eye .  5-man has 3-hair .  5-man has 4-face .  5-man has 8-hand .  5-man has 9-arm .  5-man wearing 10-shirt .  5-man wearing 6-jacket .  8-hand of 5-man .  9-arm of 5-man 
ExlQpoj,9-man wearing 10-shoe 
EZMV9D9,man.  head.   1-man 
ezoih5p,0-ear of 4-man .  13-arm of 4-man .  1-eye of 4-man .  2-nose of 4-man .  3-mouth of 4-man .  4-man has 0-ear .  4-man has 12-hair .  4-man has 13-arm .  4-man has 1-eye .  4-man has 2-nose .  4-man has 3-mouth .  4-man has 5-eye .  4-man has 6-eye .  4-man has 7-hair .  4-man has 8-face .  4-man has 9-arm .  5-eye of 4-man .  6-eye of 4-man .  8-face of 4-man .  9-arm of 4-man 
f7y8o6x,0-man has 10-mouth .  0-man has 12-ear .  0-man has 14-eye .  0-man has 15-eye .  0-man has 2-hair .  0-man has 3-ear .  0-man has 5-nose .  0-man has 6-neck .  0-man has 8-face .  0-man has 9-eye .  0-man wearing 11-jacket .  0-man wearing 1-tie .  0-man wearing 4-shirt .  10-mouth of 0-man .  12-ear of 0-man .  13-man has 2-hair .  13-man wearing 1-tie .  14-eye of 0-man .  15-eye of 0-man .  1-tie near 6-neck .  1-tie on 0-man .  3-ear of 0-man .  4-shirt under 11-jacket .  5-nose of 0-man .  5-nose of 13-man .  5-nose on 8-face .  7-sign behind 0-man .  8-face of 0-man .  9-eye of 0-man 
fC5euc2,14-letter on 2-sign .  2-sign has 14-letter .  8-eye on 4-face 
fdZpYpb,0-ear of 2-man .  13-eye of 2-man .  1-head of 2-man .  2-man has 0-ear .  2-man has 13-eye .  2-man has 1-head .  2-man has 3-nose .  2-man has 4-eye .  2-man has 6-face .  2-man has 7-eye .  2-man wearing 8-shirt .  3-nose of 2-man .  4-eye of 2-man .  6-face of 2-man .  7-eye of 2-man 
fkpqfLB, 10-letter .   11-letter .   12-letter .   13-letter .   14-letter .   15-letter .   1-letter .   2-letter .   3-letter .   4-letter .   5-letter .   6-letter .   7-letter .   8-letter .   9-letter 
fLxsrjJ, 0-eye .  figure.  face.   12-letter .   13-letter .   14-logo .   1-eye .   3-letter .   4-letter .   5-letter .   6-letter .  head.   9-letter 
fmTCPZO,0-face of 9-man .  5-eye of 9-man .  5-eye on 0-face .  9-man has 0-face .  9-man has 5-eye 
fqSHGCD,3-head of 7-man .  5-nose of 7-man .  7-man has 3-head .  7-man has 5-nose 
FrLLfI8,0-man wearing 1-shirt 
FsAbNtn,jacket.   1-sign 
FSeqQG9,person.   2-person 
fsgozVS,11-neck of 1-man .  1-man has 11-neck .  1-man has 3-face .  1-man has 6-head .  1-man has 7-hair .  1-man has 8-arm .  1-man wearing 0-shirt .  3-face of 1-man .  4-cabinet has 9-door .  6-head of 1-man .  7-hair on 6-head .  8-arm of 1-man .  9-door on 4-cabinet 
fU7SAmZ,0-glass on 2-man .  0-glass on 5-face .  13-eye of 2-man .  2-man has 13-eye .  2-man has 1-hair .  2-man has 3-nose .  2-man has 4-mouth .  2-man has 5-face .  2-man has 6-ear .  2-man wearing 0-glass .  3-nose of 2-man .  4-mouth of 2-man .  5-face of 2-man .  6-ear of 2-man 
FuuH1LD,10-face of 4-woman .  13-woman has 11-face .  13-woman has 7-hair .  1-hand of 4-woman .  3-mouth of 4-woman .  4-woman has 10-face .  4-woman has 1-hand .  4-woman has 2-hair .  4-woman has 3-mouth .  4-woman has 5-nose .  4-woman has 8-neck .  4-woman wearing 6-jacket .  5-nose of 4-woman 
FvlpogZ,10-car on 0-street .  12-head of 7-man .  1-tree has 5-trunk .  1-tree on 9-sidewalk .  2-glass on 4-face .  2-glass on 6-man .  4-face of 6-man .  5-trunk of 1-tree .  6-man has 4-face .  6-man wearing 2-glass .  7-man has 12-head .  7-man wearing 2-glass .  8-sign on 3-pole 
fW7CAvO, 10-letter .   12-letter .  paper.  scissors.   4-letter .  scissor.   6-letter .   7-rock .   8-letter .   9-letter 
fyAh3I0,2-nose on 5-face 
FYijK60,0-man has 2-hair .  0-man has 8-ear .  14-man has 3-ear .  1-woman has 6-hand .  1-woman has 7-hair .  1-woman wearing 12-shirt .  3-ear of 14-man .  5-woman has 9-hair .  8-ear of 0-man 
gaf6LVz,10-tree has 7-trunk .  5-tree has 7-trunk .  6-mountain behind 11-building .  7-trunk of 10-tree .  7-trunk of 5-tree 
GaL4tca,0-glass on 1-face .  12-man has 5-nose .  12-man has 6-hair .  12-man has 9-head .  12-man wearing 0-glass .  12-man wearing 10-tie .  13-woman has 7-face .  5-nose of 12-man .  5-nose on 1-face .  6-hair on 9-head .  7-face of 13-woman .  8-person wearing 0-glass .  9-head of 12-man 
GaQNDn2,0-glass on 3-man .  0-glass on 7-face .  10-eye of 3-man .  13-finger of 3-man .  13-finger on 1-hand .  14-eye of 3-man .  15-ear of 3-man .  1-hand of 3-man .  3-man has 10-eye .  3-man has 11-neck .  3-man has 13-finger .  3-man has 14-eye .  3-man has 15-ear .  3-man has 1-hand .  3-man has 4-nose .  3-man has 5-mouth .  3-man has 6-hair .  3-man has 7-face .  3-man has 9-head .  3-man wearing 0-glass .  3-man wearing 2-shirt .  3-man wearing 8-tie .  4-nose of 3-man .  5-mouth of 3-man .  6-hair on 9-head .  7-face of 3-man .  8-tie near 11-neck .  8-tie on 3-man .  9-head of 3-man 
GbhHJH6,5-nose on 2-face .  6-eye on 2-face 
gbt5ETH.jpg,10-ear of 1-person .  15-man has 0-hair .  15-man has 2-nose .  15-man wearing 8-shirt .  1-person has 0-hair .  1-person has 10-ear .  1-person has 2-nose .  1-person has 3-eye .  1-person has 4-eye .  1-person has 5-ear .  1-person has 6-face .  1-person has 7-mouth .  1-person has 9-eye .  2-nose of 15-man .  2-nose of 1-person .  2-nose on 6-face .  3-eye of 15-man .  3-eye of 1-person .  4-eye of 15-man .  4-eye of 1-person .  5-ear of 15-man .  5-ear of 1-person .  6-face of 1-person .  7-mouth of 15-man .  7-mouth of 1-person .  8-shirt has 11-letter .  9-eye of 15-man .  9-eye of 1-person 
gdHUw8d,0-face of 4-man .  1-eye of 4-man .  3-eye of 4-man .  4-man has 0-face .  4-man has 1-eye .  4-man has 2-hair .  4-man has 3-eye .  4-man has 5-neck .  4-man has 6-ear .  4-man has 7-head .  6-ear of 4-man 
giep513,0-glass on 15-face .  10-mouth of 13-woman .  12-nose of 13-woman .  13-woman has 10-mouth .  13-woman has 12-nose .  13-woman has 14-hair .  13-woman has 9-face .  13-woman wearing 3-glass .  3-glass on 13-woman .  3-glass on 9-face .  9-face of 13-woman 
gK5tKHN,0-glass on 2-man .  0-glass on 7-face .  10-mouth of 6-woman .  11-flag behind 2-man .  13-head of 6-woman .  14-nose of 2-man .  14-nose on 7-face .  15-neck of 6-woman .  2-man has 14-nose .  2-man has 3-hair .  2-man has 7-face .  2-man wearing 0-glass .  2-man wearing 8-tie .  6-woman has 10-mouth .  6-woman has 13-head .  6-woman has 15-neck .  6-woman has 5-hair .  7-face of 2-man 
gOHWdbe,0-letter on 1-sign 
gsH7Gel,0-eye on 5-face .  10-mouth on 5-face .  2-eye on 5-face .  8-nose on 5-face 
gSIuTfF,1-mouth of 9-girl .  2-nose of 9-girl .  2-nose on 3-face .  3-face of 9-girl .  4-neck of 9-girl .  5-eye of 9-girl .  6-head of 9-girl .  9-girl has 0-hair .  9-girl has 1-mouth .  9-girl has 2-nose .  9-girl has 3-face .  9-girl has 4-neck .  9-girl has 5-eye .  9-girl has 6-head .  9-girl wearing 7-shirt 
gSYEayq,0-glass on 10-head .  0-glass on 5-man .  10-head of 5-man .  11-face of 2-man .  12-nose of 15-man .  12-nose of 2-man .  12-nose on 11-face .  14-ear of 2-man .  15-man has 9-hair .  15-man wearing 6-tie .  1-mouth of 5-man .  2-man has 11-face .  2-man has 12-nose .  2-man has 13-neck .  2-man has 14-ear .  2-man has 9-hair .  2-man wearing 6-tie .  2-man wearing 8-shirt .  4-nose of 5-man .  5-man has 10-head .  5-man has 1-mouth .  5-man has 3-hair .  5-man has 4-nose .  5-man has 7-ear .  5-man wearing 0-glass .  6-tie near 13-neck .  6-tie on 2-man .  7-ear of 5-man 
gtxLH3X,11-tail of 1-dog .  12-head of 1-dog .  1-dog has 11-tail .  1-dog has 12-head .  1-dog has 2-eye .  1-dog has 4-paw .  1-dog has 5-nose .  1-dog has 6-ear .  2-eye of 1-dog .  4-paw of 1-dog .  5-nose of 1-dog .  6-ear of 1-dog 
gy3AJXJ,0-glass on 1-man .  0-glass on 7-face .  10-mouth of 6-woman .  12-face of 6-woman .  14-nose of 6-woman .  1-man has 2-hair .  1-man has 7-face .  1-man has 8-nose .  1-man near 6-woman .  1-man wearing 0-glass .  1-man wearing 4-tie .  6-woman has 10-mouth .  6-woman has 12-face .  6-woman has 13-neck .  6-woman has 14-nose .  6-woman has 5-hair .  7-face of 1-man .  8-nose of 1-man .  8-nose on 7-face 
GYmNXOy,10-hair on 11-head .  11-head of 1-man .  12-face of 2-man .  15-head of 2-man .  1-man has 10-hair .  1-man has 11-head .  1-man has 8-hand .  1-man wearing 14-tie .  1-man wearing 9-jacket .  2-man has 12-face .  2-man has 15-head .  2-man has 7-hair .  2-man sitting on 3-chair .  2-man wearing 4-jacket .  8-hand of 1-man 
gzWfYg3,0-man has 11-neck .  0-man has 2-hair .  0-man has 4-ear .  0-man has 5-face .  0-man has 6-mouth .  0-man has 9-nose .  0-man sitting on 3-chair .  0-man wearing 10-shirt .  12-person has 2-hair .  12-person wearing 10-shirt .  1-window behind 0-man .  3-chair behind 0-man .  4-ear of 0-man .  5-face of 0-man .  9-nose of 0-man .  9-nose of 12-person 
gZWRvf8,0-ear of 2-man .  10-mouth of 2-man .  2-man has 0-ear .  2-man has 10-mouth .  2-man has 12-neck .  2-man has 14-hair .  2-man has 1-hair .  2-man has 3-nose .  2-man has 4-eye .  2-man has 7-face .  2-man has 8-neck .  2-man wearing 15-shirt .  2-man wearing 5-shirt .  3-nose of 2-man .  3-nose on 7-face .  4-eye of 2-man .  7-face of 2-man 
H0Bh7VP,0-man has 10-neck .  0-man has 2-hand .  0-man has 4-hair .  0-man has 5-face .  0-man has 8-hand .  0-man wearing 11-tie .  0-man wearing 9-shirt .  11-tie near 10-neck .  12-man has 6-hair .  14-man has 4-hair .  14-man wearing 11-tie .  14-man wearing 9-shirt .  15-arm of 1-man .  1-man has 15-arm .  1-man has 6-hair .  1-man has 7-face .  1-man wearing 3-shirt .  2-hand of 0-man .  5-face of 0-man .  7-face of 1-man .  8-hand of 0-man 
h2nKIqJ,0-glass on 15-face .  11-arm of 8-woman .  7-face of 8-woman .  8-woman has 11-arm .  8-woman has 7-face .  8-woman wearing 14-shoe .  8-woman wearing 1-pant .  8-woman wearing 4-shirt 
h45acTC,man.   10-letter .  hair.  hand.  shirt.   2-eye .  desk.  tie.   5-face .   6-eye .   8-glass 
h6Pkqkr,0-man has 15-nose .  0-man has 1-hair .  0-man has 7-face .  0-man wearing 3-short .  0-man wearing 8-glove .  10-trunk of 5-tree .  15-nose of 0-man .  2-tree behind 0-man .  5-tree has 10-trunk .  7-face of 0-man 
H6vd1DD,0-glass on 6-head .  8-hair on 11-head 
H7Ob55y,15-letter on 1-sign .  1-sign has 15-letter .  3-face of 8-woman .  4-face of 6-woman .  6-woman has 4-face .  6-woman wearing 7-pant .  8-woman has 10-hair .  8-woman has 3-face 
hDJHnuW, 0-sign .  case.  container(case).   1-sign .   2-sign .   4-sign .   5-sign .  gun.   8-sign .  object
hF5Bi0f,0-man wearing 3-tie .  11-woman has 8-hair .  2-man wearing 14-tie .  4-woman has 12-hair .  5-woman has 1-hair 
Hf65xSJ,1-glass on 5-face 
hLMgzsp, 0-eye .  mouth.  fish.   1-eye .   2-hand .  fin.   9-mouth 
HnYtR6j,0-hand of 5-man .  10-face of 13-man .  12-cap on 2-head .  13-man has 10-face .  13-man has 2-head .  13-man wearing 12-cap .  13-man wearing 3-hat .  14-arm of 5-man .  3-hat on 2-head .  5-man has 0-hand .  5-man has 14-arm .  5-man has 2-head .  5-man wearing 12-cap .  5-man wearing 3-hat 
hoApJnq,15-glass on 3-face 
hOxu3fK,10-person wearing 13-tie .  11-woman has 0-hair .  11-woman has 1-face .  1-face of 11-woman .  2-man has 4-hair .  2-man has 7-face .  2-man wearing 13-tie .  7-face of 2-man 
HSVyqdL, 0-jean .  man.   12-tree .   13-letter .  leg.   15-hand .   2-jacket .   3-jacket .   4-arm .   6-arm .   7-leg .   9-leg 
Hu8KaNu,10-hair on 15-face 
HUU1Fay,0-ear of 2-man .  14-neck of 2-man .  1-nose of 2-man .  2-man has 0-ear .  2-man has 14-neck .  2-man has 1-nose .  2-man has 3-hand .  2-man has 5-hair .  2-man has 6-mouth .  2-man has 7-face .  2-man has 9-head .  2-man wearing 4-shirt .  3-hand of 2-man .  5-hair on 9-head .  6-mouth of 2-man .  7-face of 2-man .  9-head of 2-man 
HyQBPvH, 0-hair .   10-letter .   11-letter .   12-letter .   13-letter .   14-letter .  finger.   2-letter .   3-hair .   4-letter .   5-letter .   6-letter .   7-letter .   8-letter .   9-letter 
hZ9k5JE,man.  woman.   3-face .   5-head 
i0YUj7r,object
i1KC0aU,10-sign on 0-sign .  12-eye on 1-face .  4-face has 8-eye .  6-eye on 1-face .  7-eye on 3-face .  8-eye on 4-face 
I84r9TR,11-woman has 9-hair .  14-woman has 6-hair .  7-man wearing 8-shirt 
iAztwx4,13-man has 1-hair .  13-man has 2-nose .  13-man has 4-face .  13-man has 8-hand .  13-man has 9-mouth .  13-man wearing 0-tie .  13-man wearing 12-jacket .  13-man wearing 6-shirt .  2-nose of 13-man .  2-nose on 4-face .  4-face of 13-man .  5-tree near 3-building .  9-mouth of 13-man 
IcRjmu4,nose.   10-letter .   11-letter .   12-letter .   13-letter .   14-letter .   15-letter .  ear.   3-letter .   4-letter .   7-letter .   8-letter .   9-letter 
IhjXkUr,0-glass on 2-man .  0-glass on 8-face .  10-eye of 12-woman .  12-woman has 10-eye .  12-woman has 11-face .  12-woman has 3-nose .  12-woman has 4-mouth .  12-woman has 7-hair .  12-woman wearing 6-shirt .  13-nose of 15-person .  13-nose of 2-man .  14-ear of 15-person .  14-ear of 2-man .  15-person has 9-hair .  15-person wearing 0-glass .  15-person wearing 1-shirt .  2-man has 13-nose .  2-man has 14-ear .  2-man has 5-mouth .  2-man has 8-face .  2-man has 9-hair .  2-man wearing 0-glass .  2-man wearing 1-shirt .  3-nose of 12-woman .  3-nose on 11-face .  4-mouth of 12-woman .  5-mouth of 15-person .  5-mouth of 2-man .  8-face of 2-man 
IkosYmM,11-hand on 2-clock .  2-clock on 12-tower 
iMCzClJ,6-finger on 0-hand 
iMMNq,0-man has 10-hair .  0-man has 11-ear .  0-man has 15-eye .  0-man has 2-mouth .  0-man has 5-nose .  0-man has 6-neck .  0-man has 7-face .  0-man has 8-head .  0-man has 9-ear .  0-man wearing 1-tie .  0-man wearing 4-shirt .  10-hair on 8-head .  11-ear of 0-man .  15-eye of 0-man .  1-tie near 6-neck .  1-tie on 0-man .  2-mouth of 0-man .  3-light behind 0-man .  5-nose of 0-man .  7-face of 0-man .  8-head of 0-man .  9-ear of 0-man 
iOyEYMl,13-woman has 3-hair .  13-woman has 8-arm .  13-woman wearing 1-shirt .  8-arm of 13-woman 
IpwuEVr,10-woman has 9-hair .  11-face of 4-man .  4-man has 11-face .  4-man wearing 0-tie .  4-man wearing 15-shirt 
iutC6Qy,12-mouth of 15-man .  15-man has 12-mouth .  15-man has 1-eye .  15-man has 2-eye .  15-man has 4-nose .  15-man has 5-hair .  15-man has 8-ear .  15-man has 9-face .  15-man wearing 10-shirt .  1-eye of 15-man .  2-eye of 15-man .  3-nose on 11-face .  4-nose of 15-man .  4-nose on 9-face .  8-ear of 15-man .  9-face of 15-man 
IVgSveX,letter.   10-letter .   12-letter .   13-letter .   1-letter .   2-letter .   3-letter .  sign.   6-letter 
IWXLlFJ,3-woman has 6-hair 
iyTe9SI,11-letter on 9-sign .  13-man has 1-nose .  13-man has 3-face .  13-man has 4-hair .  13-man has 5-mouth .  13-man wearing 6-shirt .  13-man wearing 7-glass .  15-letter on 2-sign .  1-nose of 13-man .  3-face of 13-man .  5-mouth of 13-man .  7-glass on 13-man .  7-glass on 3-face 
iZgFwkB,11-man wearing 12-shirt .  14-head of 7-man .  6-man wearing 2-shirt .  6-man wearing 3-jean .  6-man wearing 5-hat .  7-man has 14-head .  7-man holding 1-sign .  7-man wearing 8-hat .  7-man wearing 9-shirt .  8-hat on 14-head 
iZR0Ych,0-hand of 3-man .  1-nose of 3-man .  2-face of 3-man .  3-man has 0-hand .  3-man has 1-nose .  3-man has 2-face .  3-man has 4-mouth .  3-man has 5-head .  3-man has 6-hair .  4-mouth of 3-man .  5-head of 3-man .  6-hair on 5-head 
jAi3iI1,0-man has 3-face .  0-man has 4-hair .  0-man has 5-head .  0-man wearing 1-shirt .  0-man wearing 2-tie .  4-hair on 5-head .  5-head of 0-man 
JBUKM8i,1-man wearing 10-shirt .  5-woman wearing 7-shirt .  9-face of 5-woman 
JbWv3sM,0-hand of 4-woman .  11-head of 4-woman .  14-arm of 4-woman .  15-tree behind 4-woman .  2-face of 4-woman .  4-woman has 0-hand .  4-woman has 11-head .  4-woman has 14-arm .  4-woman has 1-hair .  4-woman has 2-face .  4-woman has 5-nose .  4-woman has 7-mouth .  4-woman wearing 9-shirt .  5-nose of 4-woman .  7-mouth of 4-woman 
jG51M2l,8-eye on 10-face .  8-eye on 3-face 
JHF6hFI,0-man has 13-head .  0-man has 1-hair .  0-man wearing 7-glass .  13-head of 0-man .  2-ear of 6-man .  3-woman has 12-hair .  3-woman has 8-face .  6-man has 2-ear .  6-man has 5-hair .  8-face of 3-woman 
jkdwXzP,0-door on 11-house .  0-door on 2-building .  12-letter on 1-sign .  15-letter on 1-sign .  1-sign has 15-letter .  4-letter on 1-sign .  6-letter on 1-sign .  7-letter on 1-sign .  8-letter on 15-letter .  8-letter on 1-sign 
jn4oI6f,0-hat on 10-head .  12-hat on 10-head .  12-hat on 3-face .  13-eye on 3-face .  2-glass on 3-face 
jQsh9vC,12-face of 1-woman .  15-hand of 1-woman .  1-woman has 12-face .  1-woman has 15-hand .  1-woman has 2-hair 
JRpm6xn,11-person has 1-arm .  11-person wearing 2-shirt 
JsZdMIq,12-finger on 0-hand .  6-finger on 0-hand 
JT26Var,0-man has 2-hair .  0-man has 4-neck .  0-man has 5-ear .  0-man has 6-nose .  0-man has 7-mouth .  0-man has 8-face .  0-man wearing 10-jacket .  0-man wearing 1-tie .  0-man wearing 3-shirt .  11-light behind 0-man .  1-tie near 4-neck .  1-tie on 0-man .  5-ear of 0-man .  6-nose of 0-man .  6-nose on 8-face .  7-mouth of 0-man .  8-face of 0-man 
JU9LSXi, 10-leg .   11-leg .   12-jean .   13-tree .   14-letter .   15-letter .   1-jean .   2-jacket .   3-jacket .   4-arm .   5-arm .   6-hand .  man
jVHe747,0-lamp behind 1-man .  1-man has 5-face .  1-man has 6-head .  1-man wearing 10-jacket .  5-face of 1-man .  6-head of 1-man .  8-dog near 1-man 
JvY4wYr,10-mouth of 3-man .  13-head of 3-man .  1-nose of 3-man .  1-nose on 6-face .  2-hand of 3-man .  3-man has 10-mouth .  3-man has 13-head .  3-man has 1-nose .  3-man has 2-hand .  3-man has 6-face .  3-man has 7-eye .  3-man has 9-eye .  3-man in 15-chair .  3-man wearing 4-shirt .  6-face of 3-man .  7-eye of 3-man .  9-eye of 3-man 
JxTc0EC,woman.  hand.   2-leg .  leg.   5-leg .  meme text
JYTdhl9,number.   1-face .  coin
JYTlRZK,0-man has 11-face .  0-man has 1-arm .  0-man has 3-hair .  0-man has 5-hand .  0-man has 8-hand .  0-man on 7-bike .  0-man wearing 10-shoe .  0-man wearing 15-shoe .  0-man wearing 2-pant .  0-man wearing 4-jacket .  0-man wearing 9-shirt .  11-face of 0-man .  13-wheel on 7-bike .  1-arm of 0-man .  5-hand of 0-man .  7-bike has 13-wheel .  8-hand of 0-man .  9-shirt under 4-jacket 
JZOT6IU, 2-letter .   3-letter .   4-letter 
k6h3IIK,0-glass on 10-face .  0-glass on 3-man .  10-face of 3-man .  11-nose of 3-man .  13-head of 5-woman .  15-mouth of 5-woman .  3-man has 10-face .  3-man has 11-nose .  3-man has 1-hair .  3-man wearing 0-glass .  4-flag behind 3-man .  5-woman has 12-neck .  5-woman has 13-head .  5-woman has 15-mouth .  5-woman has 6-hair .  5-woman has 9-nose .  9-nose of 5-woman 
k6x2h2d,0-eye of 2-man .  12-mouth of 2-man .  12-mouth on 8-face .  2-man has 0-eye .  2-man has 12-mouth .  2-man has 6-eye .  2-man has 7-head .  2-man has 8-face .  2-man wearing 15-jacket .  3-hair on 10-head .  6-eye of 2-man .  7-head of 2-man .  8-face of 2-man 
KbTk7Rq,0-man has 10-neck .  0-man has 2-hair .  0-man wearing 1-tie .  0-man wearing 5-shirt .  12-head of 3-man .  15-hand of 3-man .  1-tie near 10-neck .  3-man has 12-head .  3-man has 13-neck .  3-man has 15-hand .  3-man has 7-hair .  3-man wearing 11-jacket .  3-man wearing 4-tie .  4-tie near 13-neck .  7-hair on 12-head 
KCHMiA2,0-glass on 3-man .  0-glass on 5-face .  12-mouth of 4-woman .  3-man has 1-hair .  3-man has 5-face .  3-man has 8-nose .  3-man wearing 0-glass .  3-man wearing 14-shirt .  4-woman has 11-neck .  4-woman has 12-mouth .  4-woman has 2-hair .  4-woman has 6-nose .  4-woman has 9-head .  5-face of 3-man .  6-nose of 4-woman .  8-nose of 3-man .  8-nose on 5-face .  9-head of 4-woman 
KIiW0Lw,0-wheel on 10-bike .  10-bike has 0-wheel .  11-person riding 10-bike .  11-person wearing 1-glass .  1-glass on 2-face .  1-glass on 5-man .  3-head of 5-man .  5-man has 6-hair .  5-man riding 10-bike .  5-man wearing 1-glass .  6-hair on 3-head 
kixSnlQ,0-man has 13-head .  0-man has 6-hair .  0-man wearing 10-jacket .  0-man wearing 11-shirt .  0-man wearing 1-tie .  11-shirt under 10-jacket .  13-head of 0-man .  3-arm of 4-woman .  4-woman has 3-arm .  4-woman has 7-hair .  4-woman has 8-hand .  8-hand of 4-woman 
KiYSMvi,0-nose of 9-woman .  0-nose on 4-face .  11-neck of 9-woman .  1-mouth of 9-woman .  2-eye of 9-woman .  3-eye of 9-woman .  4-face of 9-woman .  5-eye of 9-woman .  9-woman has 0-nose .  9-woman has 10-hair .  9-woman has 11-neck .  9-woman has 1-mouth .  9-woman has 2-eye .  9-woman has 3-eye .  9-woman has 4-face .  9-woman has 5-eye .  9-woman has 6-hair .  9-woman has 8-hair 
