filename,scene_graph
Lo2ylA3,10-letter on 8-face . 1-face on 6-clock . 2-eye on 3-face . 3-face on 6-clock . 3-face on 8-face . 5-eye on 6-clock . 5-eye on 8-face . 7-number on 6-clock . 7-number on 8-face . 9-eye on 6-clock 
lR6IYpG,0-wheel on 3-bike . 11-letter on 14-sign . 11-letter on 3-bike . 12-handle of 3-bike . 13-logo on 14-sign . 13-logo on 3-bike . 14-sign on 3-bike . 15-letter on 3-bike . 1-glass on 4-face . 1-glass on 6-man . 2-man riding 3-bike . 2-man wearing 9-glass . 3-bike has 0-wheel . 3-bike has 12-handle . 6-man has 5-hair . 6-man riding 3-bike . 6-man wearing 1-glass . 6-man wearing 9-glass . 7-arm of 3-bike . 9-glass on 4-face . 9-glass on 6-man 
lVOjKnR,0-eye of 9-dog . 11-window behind 9-dog . 12-sign behind 9-dog . 1-eye of 9-dog . 2-nose of 9-dog . 3-mouth of 9-dog . 4-ear of 9-dog . 5-mouth of 9-dog . 6-face of 9-dog . 7-rock behind 9-dog . 8-paw of 9-dog . 9-dog has 0-eye . 9-dog has 1-eye . 9-dog has 2-nose . 9-dog has 3-mouth . 9-dog has 4-ear . 9-dog has 5-mouth . 9-dog has 6-face . 9-dog has 8-paw . 9-dog on 7-rock 
LW5TKwe,0-man has 5-face . 0-man has 7-head . 0-man wearing 1-glass . 0-man wearing 3-tie . 0-man wearing 6-jacket . 10-number on 13-sign . 15-tree behind 0-man . 1-glass on 0-man . 1-glass on 5-face . 5-face of 0-man . 7-head of 0-man 
m0FKJHM,0-glass on 2-man . 0-glass on 8-face . 10-head of 6-woman . 13-nose of 6-woman . 1-flag behind 2-man . 2-man has 3-hair . 2-man has 8-face . 2-man wearing 0-glass . 2-man wearing 11-tie . 2-man wearing 14-shirt . 6-woman has 10-head . 6-woman has 13-nose . 6-woman has 7-hair . 6-woman has 9-neck . 6-woman holding 15-sign . 7-hair on 10-head . 8-face of 2-man 
m4oY5vK,0-tie near 4-neck . 0-tie on 3-man . 10-sign behind 3-man . 11-tie near 4-neck . 12-window behind 3-man . 3-man has 2-hair . 3-man has 4-neck . 3-man has 5-face . 3-man has 7-nose . 3-man has 9-mouth . 3-man wearing 0-tie . 3-man wearing 11-tie . 3-man wearing 1-shirt . 3-man wearing 8-jacket . 5-face of 3-man . 6-sign behind 3-man . 7-nose of 3-man . 7-nose on 5-face . 9-mouth of 3-man 
m85k7GR,0-ear of 4-man . 10-arm of 4-man . 11-letter on 9-sign . 12-letter on 9-sign . 13-mouth of 4-man . 14-number on 6-shirt . 15-letter on 9-sign . 1-eye of 4-man . 2-eye of 4-man . 3-nose of 4-man . 3-nose on 5-face . 4-man has 0-ear . 4-man has 10-arm . 4-man has 13-mouth . 4-man has 1-eye . 4-man has 2-eye . 4-man has 3-nose . 4-man has 5-face . 4-man has 7-hair . 4-man has 8-mouth . 4-man wearing 6-shirt . 5-face of 4-man . 6-shirt has 14-number . 8-mouth of 4-man . 9-sign behind 4-man 
MBdsW19,0-eye of 2-toilet . 1-bowl of 2-toilet . 2-toilet has 0-eye . 2-toilet has 1-bowl . 2-toilet has 3-nose . 2-toilet has 4-eye . 2-toilet has 5-eye . 3-nose of 2-toilet . 3-nose on 1-bowl . 4-eye on 2-toilet . 5-eye on 2-toilet 
mErGXnG,13-head of 7-man . 4-box on 9-fence . 5-man wearing 6-shirt . 7-man has 13-head 
meTteYg,10-nose of 15-man . 13-man has 14-face . 13-man sitting on 5-chair . 15-man has 0-hair . 15-man has 10-nose . 15-man has 3-face . 15-man has 8-eye . 15-man wearing 6-shirt . 1-boy has 0-hair . 1-boy on 4-bed . 7-cabinet has 12-door . 8-eye of 15-man . 9-curtain on 12-door . 9-curtain on 7-cabinet 
MfHuFve,2-mouth of 4-woman . 2-mouth of 9-man . 3-nose of 4-woman . 3-nose of 9-man . 3-nose on 0-face . 4-woman has 1-hair . 5-eye of 4-woman . 5-eye of 9-man . 9-man has 1-hair . 9-man has 3-nose 
mHAg22Y,2-letter on 0-sign . 3-letter on 0-sign . 4-letter on 0-sign . 5-letter on 0-sign . 6-letter on 0-sign . 7-letter on 1-sign 
MhnioLP,12-nose on 8-face . 14-woman has 15-hand . 14-woman wearing 9-shirt . 5-woman has 15-hand . 5-woman has 4-hair . 5-woman has 6-hand . 5-woman wearing 3-shirt 
MLw5fUA,0-man has 10-head . 0-man has 1-hand . 0-man has 3-face . 0-man has 4-arm . 0-man has 5-hand . 0-man has 6-hair . 0-man wearing 2-glass . 0-man wearing 7-jacket . 0-man wearing 8-glass . 0-man wearing 9-coat . 10-head of 0-man . 1-hand of 0-man . 2-glass on 0-man . 2-glass on 3-face . 3-face of 0-man . 4-arm of 0-man . 5-hand of 0-man . 6-hair on 10-head . 8-glass on 0-man . 8-glass on 3-face 
MmdEDKF,10-man wearing 11-shirt . 5-man has 12-hair . 5-man wearing 6-shirt . 8-people watching 7-animal . 9-woman has 13-hair . 9-woman wearing 0-shirt 
Mmtyp8J,11-woman carrying 10-bag . 14-helmet on 12-table . 15-letter on 0-sign . 8-bag on 12-table 
mn6RF0J,0-nose of 2-man . 0-nose on 9-face . 13-letter on 5-shirt . 1-ear of 2-man . 2-man has 0-nose . 2-man has 10-hair . 2-man has 11-hair . 2-man has 1-ear . 2-man has 3-eye . 2-man has 4-neck . 2-man has 6-ear . 2-man has 7-mouth . 2-man has 8-eye . 2-man has 9-face . 2-man wearing 5-shirt . 3-eye of 2-man . 5-shirt has 13-letter . 6-ear of 2-man . 7-mouth of 2-man . 8-eye of 2-man . 9-face of 2-man 
MOMyvfC,10-letter on 3-sign . 10-letter on 8-shirt . 11-letter on 3-sign . 12-letter on 3-sign . 13-head has 1-nose . 13-head has 2-hair . 13-head on 3-sign . 14-letter on 3-sign . 15-letter on 3-sign . 15-letter on 8-shirt . 2-hair on 13-head . 8-shirt has 15-letter 
mpA6ezG,10-letter on 11-sign . 12-letter on 1-sign . 13-letter on 11-sign . 15-letter on 1-sign . 4-letter on 11-sign . 5-letter on 1-sign . 6-letter on 11-sign . 7-letter on 1-sign . 9-letter on 1-sign 
MQqsZvW, 0-handle .  1-window .  2-kite .  3-logo 
mrjFNGX,0-mouth of 13-man . 13-man has 0-mouth . 13-man has 14-hair . 13-man has 1-nose . 13-man has 2-eye . 13-man has 3-eye . 13-man has 4-face . 13-man has 7-ear . 13-man has 8-eye . 13-man has 9-hair . 15-person wearing 10-shirt . 1-nose of 13-man . 1-nose on 4-face . 2-eye of 13-man . 3-eye of 13-man . 5-sign behind 13-man . 6-man wearing 10-shirt . 7-ear of 13-man . 8-eye of 13-man 
mSA9fTA,0-man has 4-hair . 0-man has 7-head . 0-man wearing 1-shirt . 0-man wearing 3-tie . 0-man wearing 8-jacket . 1-shirt under 8-jacket . 2-sign on 5-building . 3-tie on 0-man . 4-hair on 7-head . 6-number on 9-paper . 7-head of 0-man 
mVDgP9C,0-bottle on 13-counter . 14-bottle on 13-counter . 1-bottle on 13-counter . 3-bottle on 13-counter . 5-bag on 13-counter . 8-letter on 2-sign 
mvfGs4u,10-woman has 3-hair . 10-woman has 5-face . 11-man has 1-hand . 1-hand of 11-man . 5-face of 10-woman 
mVjzFQY,12-letter on 11-sign . 13-letter on 8-sign . 14-letter on 11-sign . 15-nose on 6-face . 2-nose on 6-face . 8-sign has 13-letter 
mycUTal,0-mouth of 12-man . 10-letter on 2-shirt . 12-man has 0-mouth . 12-man has 8-face . 13-letter on 2-shirt . 2-shirt has 10-letter . 2-shirt has 7-letter . 3-woman has 1-hair . 4-woman has 5-ear . 4-woman has 8-face . 4-woman has 9-hair . 4-woman wearing 2-shirt . 5-ear of 12-man . 5-ear of 4-woman . 7-letter on 2-shirt . 8-face of 12-man 
mYU8r9Y,0-mouth of 2-man . 10-sign behind 2-man . 11-nose of 2-man . 12-hand of 2-man . 13-nose of 2-man . 14-nose of 2-man . 15-nose of 2-man . 1-nose of 2-man . 1-nose on 4-face . 2-man has 0-mouth . 2-man has 11-nose . 2-man has 12-hand . 2-man has 13-nose . 2-man has 14-nose . 2-man has 15-nose . 2-man has 1-nose . 2-man has 3-eye . 2-man has 4-face . 2-man has 5-eye . 2-man has 7-eye . 2-man has 8-hair . 2-man has 9-finger . 2-man holding 10-sign . 2-man holding 6-paper . 3-eye of 2-man . 4-face of 2-man . 5-eye of 2-man . 7-eye of 2-man . 9-finger of 2-man 
mZmgkws,0-glass on 3-man . 0-glass on 7-face . 10-ear of 3-man . 10-ear of 9-person . 11-sign behind 3-man . 13-letter on 11-sign . 1-hand of 3-man . 3-man has 10-ear . 3-man has 1-hand . 3-man has 2-hair . 3-man has 4-mouth . 3-man has 5-nose . 3-man has 7-face . 3-man wearing 0-glass . 3-man wearing 12-shirt . 3-man wearing 6-tie . 3-man wearing 8-shirt . 4-mouth of 3-man . 4-mouth of 9-person . 5-nose of 3-man . 5-nose of 9-person . 7-face of 3-man . 7-face of 9-person . 9-person has 2-hair . 9-person wearing 0-glass . 9-person wearing 6-tie . 9-person wearing 8-shirt 
MZQc8jz,0-woman has 1-face . 0-woman has 2-hair 
mZvaiMI,0-eye of 7-man . 10-hair on 6-head . 11-tree behind 7-man . 13-leaf on 9-tree . 1-eye of 7-man . 2-mouth of 7-man . 3-eye of 7-man . 4-nose of 7-man . 4-nose on 5-face . 5-face of 7-man . 6-head of 7-man . 7-man has 0-eye . 7-man has 10-hair . 7-man has 1-eye . 7-man has 2-mouth . 7-man has 3-eye . 7-man has 4-nose . 7-man has 5-face . 7-man has 6-head . 7-man has 8-hair . 7-man holding 12-book . 9-tree behind 7-man . 9-tree has 13-leaf 
N26emlc,1-woman has 2-hair . 1-woman has 3-mouth . 1-woman has 4-face . 1-woman has 6-hair . 1-woman has 7-man . 1-woman has 8-ear . 1-woman wearing 0-shirt . 3-mouth of 1-woman . 5-person behind 1-woman . 7-man has 2-hair . 8-ear of 1-woman 
N4EIWJX,0-man has 11-face . 0-man has 12-head . 0-man has 3-hair . 0-man has 4-hand . 0-man has 9-neck . 0-man wearing 1-tie . 0-man wearing 5-shirt . 0-man wearing 6-glass . 0-man wearing 7-jacket . 0-man wearing 8-tie . 10-letter on 2-sign . 11-face of 0-man . 12-head of 0-man . 13-letter on 2-sign . 1-tie near 9-neck . 1-tie on 0-man . 2-sign behind 0-man . 3-hair on 12-head . 4-hand of 0-man . 5-shirt under 7-jacket . 6-glass on 0-man . 6-glass on 11-face . 8-tie near 9-neck . 8-tie on 0-man 
naXRSpK,10-letter on 1-sign . 10-letter on 3-sign . 11-letter on 6-sign . 12-letter on 0-sign . 12-letter on 3-sign . 13-letter on 0-sign . 13-letter on 3-sign . 15-letter on 1-sign . 15-letter on 3-sign . 5-tree behind 3-sign . 7-letter on 2-sign . 7-letter on 3-sign . 8-letter on 0-sign . 9-letter on 2-sign . 9-letter on 3-sign 
Nbo6iZU,10-number on 0-sign . 11-letter on 0-sign . 3-letter on 1-sign . 4-letter on 0-sign . 5-number on 1-sign . 6-letter on 0-sign . 7-letter on 2-sign . 8-letter on 0-sign 
NDFCXLG,13-arm of 15-man . 15-man has 13-arm . 15-man holding 2-flag . 15-man sitting on 7-chair . 15-man wearing 14-jacket . 15-man wearing 5-tie . 1-head of 4-man . 4-man has 1-head . 4-man holding 10-sign . 4-man holding 8-flag . 4-man wearing 0-tie . 4-man wearing 11-shirt . 6-face of 4-man 
NdIEduW,0-man has 1-hair . 0-man has 3-head . 0-man has 6-face . 0-man on 5-sign . 0-man wearing 14-shirt . 0-man wearing 2-jacket . 10-sign on 5-sign . 11-tree behind 0-man . 12-logo on 5-sign . 1-hair on 3-head . 3-head of 0-man . 4-tree behind 0-man . 6-face of 0-man 
nEE5sjy,1-ear of 3-woman . 3-woman has 0-hand . 3-woman has 1-ear . 3-woman has 2-hand . 3-woman has 4-face . 3-woman has 6-mouth . 3-woman has 7-hair . 3-woman has 9-nose . 6-mouth of 3-woman . 8-tree behind 3-woman . 9-nose of 3-woman 
nefjbtQ,10-face of 1-man . 11-glass on 2-man . 11-glass on 8-face . 1-man has 10-face . 1-man has 13-neck . 1-man has 5-hand . 1-man has 7-hair . 1-man wearing 12-shirt . 1-man wearing 15-pant . 1-man wearing 3-tie . 2-man has 4-hair . 2-man has 6-hand . 2-man has 8-face . 2-man wearing 0-tie . 2-man wearing 11-glass . 2-man wearing 14-jacket . 2-man wearing 9-shirt . 3-tie near 13-neck . 5-hand of 1-man . 6-hand of 2-man . 8-face of 2-man 
nHevBnI,0-hand of 4-person . 10-man has 0-hand . 10-man has 2-finger . 10-man sitting on 5-chair . 10-man wearing 11-shirt . 10-man wearing 3-shirt . 1-flower on 3-shirt . 2-finger on 0-hand . 4-person sitting on 5-chair . 4-person wearing 11-shirt . 4-person wearing 3-shirt 
Nkvcr8I,14-man wearing 1-hat 
NLdr9yb,0-sign on 3-train . 11-letter on 0-sign . 11-letter on 3-train . 12-letter on 0-sign . 12-letter on 3-train . 12-letter on 9-car . 1-sign on 3-train . 1-sign on 5-building . 2-letter on 0-sign . 2-letter on 3-train . 6-logo on 3-train . 7-letter on 0-sign . 7-letter on 3-train . 8-letter on 1-sign . 8-letter on 3-train 
nlzn1IN,0-flower on 4-plate . 1-bird on 4-plate . 2-bird on 4-plate . 3-leaf on 4-plate . 4-plate under 1-bird 
nm9n7k0,0-mouth of 6-man . 12-head of 6-man . 13-letter on 5-building . 15-letter on 5-building . 1-face of 6-man . 2-nose of 6-man . 2-nose on 1-face . 3-nose of 7-dog . 4-eye of 6-man . 6-man has 0-mouth . 6-man has 12-head . 6-man has 1-face . 6-man has 2-nose . 6-man has 3-nose . 6-man has 4-eye . 6-man wearing 8-hat . 7-dog has 3-nose . 8-hat on 12-head . 8-hat on 6-man 
nnEBoVw,0-woman has 4-face . 0-woman has 5-hair . 3-person wearing 1-hat . 4-face of 0-woman 
nNYop46,0-nose of 14-woman . 10-paw on 15-sign . 11-letter on 5-sign . 12-letter on 5-sign . 13-ear of 14-woman . 14-woman has 0-nose . 14-woman has 13-ear . 14-woman has 1-head . 14-woman has 2-ear . 14-woman has 7-face . 14-woman has 8-face . 1-head of 14-woman . 2-ear of 14-woman . 4-head has 3-ear . 7-face of 14-woman . 8-face of 14-woman . 9-letter on 5-sign 
NpDM9E8,10-leaf on 15-tree . 12-nose of 5-man . 14-leaf on 15-tree . 15-tree behind 5-man . 15-tree has 10-leaf . 15-tree has 14-leaf . 15-tree has 2-leaf . 2-leaf on 15-tree . 3-face of 5-man . 4-ear of 5-man . 5-man has 11-head . 5-man has 12-nose . 5-man has 13-hair . 5-man has 3-face . 5-man has 4-ear . 5-man has 7-eye . 5-man has 9-hand . 5-man wearing 1-shirt . 6-sign above 11-head . 6-sign behind 5-man . 7-eye of 5-man . 9-hand of 5-man 
NpsCjMn,0-ear of 1-man . 10-eye of 1-man . 12-letter on 7-sign . 14-letter on 7-sign . 1-man has 0-ear . 1-man has 10-eye . 1-man has 11-hair . 1-man has 15-neck . 1-man has 2-nose . 1-man has 3-ear . 1-man has 4-mouth . 1-man has 5-face . 1-man wearing 13-shirt . 1-man wearing 8-hat . 2-nose of 1-man . 2-nose of 6-head . 3-ear of 1-man . 4-mouth of 1-man . 5-face of 1-man . 6-head wearing 8-hat . 7-sign behind 1-man . 8-hat on 1-man . 8-hat on 6-head 
nqfekut,0-nose of 7-man . 0-nose on 6-face . 10-rock behind 7-man . 11-head of 14-person . 11-head of 15-man . 12-face of 14-person . 13-ear of 7-man . 15-man has 11-head . 15-man has 12-face . 1-hair on 3-head . 3-head of 7-man . 4-eye of 7-man . 5-eye of 7-man . 6-face of 7-man . 7-man has 0-nose . 7-man has 13-ear . 7-man has 1-hair . 7-man has 3-head . 7-man has 4-eye . 7-man has 5-eye . 7-man has 6-face . 7-man has 8-eye . 7-man has 9-neck . 7-man wearing 2-shirt . 8-eye of 7-man 
NsCDfKJ,0-ear of 5-woman . 12-letter on 1-sign . 13-head of 5-woman . 14-letter on 1-sign . 15-letter on 1-sign . 1-sign behind 5-woman . 2-glass on 5-woman . 2-glass on 6-face . 4-hair on 13-head . 5-woman has 0-ear . 5-woman has 13-head . 5-woman has 4-hair . 5-woman has 6-face . 5-woman wearing 2-glass . 5-woman wearing 7-pant . 5-woman wearing 8-jacket . 6-face of 5-woman 
nsEOOZO,0-number on 1-sign . 1-sign has 0-number 
NssAP3V,12-man wearing 11-boot . 14-woman has 1-hair . 6-woman has 15-hair . 9-girl has 1-hair 
NtpMxK9,10-girl has 12-eye . 10-girl has 14-face . 10-girl has 1-mouth . 10-girl has 4-eye . 10-girl has 8-nose . 10-girl wearing 7-shirt . 11-nose on 5-face . 12-eye of 10-girl . 14-face of 10-girl . 1-mouth of 10-girl . 4-eye of 10-girl . 8-nose of 10-girl 
NwfrHyS,0-hand of 3-man . 10-head of 3-man . 1-nose of 3-man . 1-nose on 5-face . 2-mouth of 3-man . 3-man has 0-hand . 3-man has 10-head . 3-man has 1-nose . 3-man has 2-mouth . 3-man has 5-face . 3-man has 7-hair . 5-face of 3-man . 6-man sitting on 12-chair . 6-man wearing 4-shirt . 7-hair on 10-head . 8-man in 9-chair 
nWjooc9,0-mouth on 2-sign . 10-letter on 2-sign . 11-letter on 2-sign . 12-letter on 2-sign . 13-letter on 2-sign . 14-letter on 2-sign . 15-letter on 2-sign . 4-letter on 2-sign . 5-letter on 2-sign . 6-letter on 2-sign . 8-letter on 2-sign . 9-letter on 2-sign 
NwQNeBd,10-man wearing 7-shirt . 11-woman has 6-hair . 12-woman has 8-hair . 12-woman holding 2-sign . 1-sign on 15-pole . 2-sign on 15-pole 
Nyo6x2Y,0-face of 1-man . 1-man has 0-face . 1-man has 7-hair 
NypZ28n,0-glass on 2-man . 0-glass on 4-face . 10-mouth of 7-woman . 11-neck of 7-woman . 12-nose of 2-man . 12-nose on 4-face . 13-letter on 3-sign . 15-nose of 7-woman . 2-man has 12-nose . 2-man has 1-hair . 2-man has 4-face . 2-man wearing 0-glass . 2-man wearing 14-shirt . 3-sign has 13-letter . 4-face of 2-man . 6-hair on 9-head . 7-woman has 10-mouth . 7-woman has 11-neck . 7-woman has 15-nose . 7-woman has 6-hair . 7-woman has 9-head . 9-head of 7-woman 
O1JHlod,10-man has 13-hair . 10-man has 3-ear . 10-man wearing 11-hat . 10-man wearing 4-shirt . 15-nose on 6-face . 3-ear of 10-man . 5-woman wearing 11-hat . 5-woman wearing 1-shirt . 7-woman has 12-hand . 7-woman has 2-hair . 7-woman wearing 9-shirt 
O3KNvgz,0-bottle on 6-counter . 10-bag on 6-counter . 1-orange on 6-counter . 2-box on 6-counter . 7-letter on 2-box . 8-letter on 2-box 
Oa1JNby,12-woman has 10-finger . 12-woman has 2-hand . 13-eye of 4-woman . 14-nose of 4-woman . 14-nose on 5-face . 1-mouth of 4-woman . 4-woman has 13-eye . 4-woman has 14-nose . 4-woman has 1-mouth . 4-woman has 2-hand . 4-woman has 3-hair . 4-woman has 5-face . 4-woman has 6-tail . 4-woman has 8-eye . 4-woman has 9-neck . 4-woman wearing 0-shirt . 5-face of 4-woman . 8-eye of 4-woman 
OA7aCgM,0-eye of 3-bird . 11-nose of 3-bird . 13-eye of 3-bird . 15-tail of 2-bird . 1-head of 3-bird . 2-bird has 15-tail . 2-bird has 7-tail . 3-bird has 0-eye . 3-bird has 11-nose . 3-bird has 13-eye . 3-bird has 1-head . 3-bird has 4-wing . 3-bird has 5-neck . 3-bird has 6-neck . 4-wing of 3-bird . 5-neck of 3-bird . 6-neck of 3-bird . 7-tail of 2-bird . 7-tail of 9-bird . 9-bird has 15-tail . 9-bird has 7-tail 
Ob1Q9v8,0-bird has 10-tail . 0-bird has 1-head . 0-bird has 2-eye . 0-bird has 3-leg . 10-tail of 0-bird . 15-letter on 4-sign . 1-head of 0-bird . 2-eye of 0-bird . 3-leg of 0-bird . 7-letter on 4-sign 
oEGSd01,0-hand of 5-man . 14-window behind 5-man . 1-nose of 5-man . 2-ear of 5-man . 3-mouth of 5-man . 5-man has 0-hand . 5-man has 1-nose . 5-man has 2-ear . 5-man has 3-mouth . 5-man has 4-hair . 5-man has 6-face . 5-man has 7-ear . 5-man has 9-finger . 6-face of 5-man . 7-ear of 5-man . 8-handle has 10-handle . 9-finger of 5-man . 9-finger on 0-hand 
ogrQSpx,0-glass on 1-man . 0-glass on 4-face . 10-letter on 6-sign . 12-sign behind 1-man . 13-letter on 6-sign . 14-letter on 6-sign . 15-ear of 1-man . 1-man has 15-ear . 1-man has 2-hair . 1-man has 3-nose . 1-man has 4-face . 1-man has 5-mouth . 1-man wearing 0-glass . 1-man wearing 9-shirt . 3-nose of 1-man . 3-nose on 4-face . 4-face of 1-man . 5-mouth of 1-man . 7-letter on 11-sign . 7-letter on 6-sign . 8-letter on 11-sign . 8-letter on 6-sign 
OH0Nuxb,10-sign in 6-window . 13-letter on 0-sign . 14-letter on 0-sign . 1-sign in 6-window . 3-sign in 6-window . 4-sign in 6-window . 5-sign in 6-window . 8-sign in 6-window . 9-sign in 6-window 
oHjgmJS,0-ear of 9-man . 10-mouth of 9-man . 11-nose of 9-man . 12-letter on 8-sign . 13-letter on 8-sign . 15-letter on 8-sign . 2-window behind 9-man . 3-eye of 9-man . 4-eye of 9-man . 5-nose of 9-man . 5-nose on 6-face . 6-face of 9-man . 9-man has 0-ear . 9-man has 10-mouth . 9-man has 11-nose . 9-man has 1-hair . 9-man has 3-eye . 9-man has 4-eye . 9-man has 5-nose . 9-man has 6-face . 9-man on 8-sign 
OhXur08,0-man has 14-head . 0-man has 5-leg . 0-man on 13-skateboard . 0-man wearing 11-pant . 0-man wearing 12-hat . 0-man wearing 2-jacket . 0-man wearing 6-jean . 0-man wearing 9-coat . 10-letter on 3-sign . 12-hat on 0-man . 12-hat on 14-head . 13-skateboard under 0-man . 14-head of 0-man . 3-sign behind 0-man . 3-sign has 10-letter . 5-leg of 0-man . 8-letter on 3-sign 
Okb6dJB,11-building behind 4-woman . 13-eye of 4-woman . 15-letter on 9-sign . 1-sign behind 4-woman . 3-nose of 4-woman . 4-woman has 0-hair . 4-woman has 13-eye . 4-woman has 2-neck . 4-woman has 3-nose . 4-woman has 6-face . 4-woman has 7-eye . 4-woman has 8-mouth . 4-woman wearing 10-shirt . 4-woman wearing 12-shirt . 4-woman wearing 14-short . 6-face of 4-woman . 7-eye of 4-woman . 8-mouth of 4-woman . 9-sign has 15-letter 
oKD3FG3,0-man has 10-face . 0-man has 1-arm . 0-man has 3-hand . 0-man has 5-hair . 0-man has 7-hand . 0-man on 8-bike . 0-man wearing 13-shoe . 0-man wearing 14-shoe . 0-man wearing 2-pant . 0-man wearing 4-jacket . 0-man wearing 6-tie . 0-man wearing 9-shirt . 10-face of 0-man . 11-wheel on 8-bike . 1-arm of 0-man . 3-hand of 0-man . 6-tie on 0-man . 7-hand of 0-man . 8-bike has 11-wheel . 9-shirt under 4-jacket 
okIQiIu,0-glass on 13-face . 0-glass on 1-man . 11-face of 2-man . 13-face of 1-man . 14-head of 1-man . 1-man has 13-face . 1-man has 14-head . 1-man has 5-hair . 1-man wearing 0-glass . 1-man wearing 3-shirt . 1-man wearing 6-tie . 2-man has 10-hair . 2-man has 11-face . 2-man has 12-hand . 2-man has 7-hand . 2-man wearing 0-glass . 2-man wearing 4-tie . 2-man wearing 6-tie . 2-man wearing 8-glass . 2-man wearing 9-shirt . 4-tie on 2-man . 5-hair on 14-head . 6-tie on 2-man . 7-hand of 2-man . 8-glass on 11-face . 8-glass on 2-man 
omVP1Lw,10-hat on 15-man . 11-leg of 13-elephant . 12-hand of 2-man . 13-elephant has 11-leg . 13-elephant has 7-leg . 14-man on 13-elephant . 14-man wearing 0-hat . 14-man wearing 4-tie . 15-man has 6-hand . 15-man wearing 10-hat . 1-hat on 2-man . 2-man has 12-hand . 2-man wearing 1-hat . 2-man wearing 5-tie . 2-man wearing 9-pant . 5-tie on 2-man . 6-hand of 15-man . 7-leg of 13-elephant 
oqt51kd,0-eye of 5-man . 10-mouth of 5-man . 13-shirt under 9-jacket . 1-eye of 5-man . 2-nose of 5-man . 2-nose on 4-face . 4-face of 5-man . 5-man has 0-eye . 5-man has 10-mouth . 5-man has 11-neck . 5-man has 1-eye . 5-man has 2-nose . 5-man has 3-hair . 5-man has 4-face . 5-man has 6-arm . 5-man wearing 12-shirt . 5-man wearing 13-shirt . 5-man wearing 14-pant . 5-man wearing 9-jacket . 6-arm of 5-man . 7-sign behind 5-man 
oQWC8Od,0-eye of 10-woman . 10-woman has 0-eye . 10-woman has 14-mouth . 10-woman has 1-hair . 10-woman has 2-eye . 10-woman has 4-face . 10-woman has 6-nose . 10-woman has 7-head . 10-woman has 8-face . 10-woman holding 3-sign . 10-woman wearing 12-glass . 10-woman wearing 5-glass . 12-glass on 10-woman . 12-glass on 4-face . 13-tree behind 10-woman . 14-mouth of 10-woman . 15-branch of 13-tree . 2-eye of 10-woman . 3-sign behind 10-woman . 3-sign has 9-letter . 4-face of 10-woman . 5-glass on 10-woman . 5-glass on 4-face . 5-glass on 8-face . 6-nose of 10-woman . 7-head of 10-woman . 8-face of 10-woman . 9-letter on 3-sign 
orV6OVk,0-window on 7-building . 12-mouth of 1-man . 1-man has 11-neck . 1-man has 12-mouth . 1-man has 2-hair . 1-man has 3-nose . 1-man has 4-face . 1-man has 6-ear . 1-man holding 14-box . 1-man wearing 13-shirt . 1-man wearing 15-shirt . 3-nose of 1-man . 4-face of 1-man . 5-sign on 7-building . 6-ear of 1-man . 7-building has 0-window . 7-building has 9-window . 9-window on 7-building 
oRz3Ms8,0-nose of 8-woman . 14-head of 8-woman . 1-man wearing 13-jacket . 2-man wearing 7-tie . 5-man wearing 11-hat . 8-woman has 0-nose . 8-woman has 14-head . 8-woman wearing 6-shirt . 9-man wearing 15-shirt 
otfhxeo,0-letter on 3-sign . 10-letter on 3-sign . 11-logo on 14-sign . 12-letter on 3-sign . 13-letter on 3-sign . 15-letter on 3-sign . 1-letter on 3-sign . 2-letter on 3-sign . 4-letter on 3-sign . 5-letter on 3-sign . 6-letter on 3-sign . 7-letter on 3-sign . 8-letter on 14-sign . 9-letter on 3-sign 
otKSntf,0-glass on 12-woman . 0-glass on 3-face . 0-glass on 9-head . 12-woman has 3-face . 12-woman has 9-head . 12-woman wearing 0-glass . 15-head of 2-man . 1-glass on 2-man . 1-glass on 4-face . 2-man has 15-head . 2-man has 4-face . 2-man has 5-hair . 2-man has 6-hand . 2-man wearing 1-glass . 2-man wearing 7-shirt . 4-face of 2-man . 8-hat on 14-head . 9-head of 12-woman 
oyjvlEa,10-eye on 5-face . 13-letter on 11-sign . 15-letter on 11-sign . 2-glass on 1-face . 2-glass on 4-woman . 3-woman has 5-face . 3-woman wearing 10-eye . 3-woman wearing 6-shirt . 3-woman wearing 9-glass . 4-woman has 1-face . 4-woman wearing 2-glass . 4-woman wearing 7-shirt . 9-glass on 5-face 
p2ciRYD,0-eye of 11-man . 11-man has 0-eye . 11-man has 10-hair . 11-man has 12-ear . 11-man has 13-face . 11-man has 15-hair . 11-man has 1-nose . 11-man has 2-ear . 11-man has 3-mouth . 11-man has 4-eye . 11-man has 5-mouth . 11-man has 6-hair . 11-man has 7-face . 11-man has 8-nose . 11-man has 9-head . 12-ear of 11-man . 13-face of 11-man . 15-hair on 9-head . 1-nose of 11-man . 1-nose on 7-face . 2-ear of 11-man . 3-mouth of 11-man . 4-eye of 11-man . 5-mouth of 11-man . 6-hair on 9-head . 7-face of 11-man . 8-nose of 11-man . 9-head has 2-ear . 9-head of 11-man 
