filename,scene_graph,knowledge_base
m4oY5vK,tie near neck . tie on man . man has hair . man has neck . man has face . man has nose . man has mouth . man wearing tie . man wearing shirt . man wearing jacket . face of man . nose of man . nose on face . mouth of man ,"clothing item, traditionally worn by boys and men with dress shirt. garment for the upper body. protein filament that grows from follicles found in the dermis, or skin. male adult human. part of the body, on many terrestrial or secondarily aquatic vertebrates, that distinguishes the head from the torso or trunk. part of the body at the front of the head. organ that smells and facilitates breathing. clothing for the upper body. first portion of the alimentary canal that receives food. 45th president of the United States (2017–2021)"
m85k7GR,ear of man . mouth of man . eye of man . nose of man . nose on face . man has ear . man has arm . man has mouth . man has eye . man has nose . man has face . man has hair . man wearing shirt . face of man ,"organ that detects sound; organ of hearing and balanc. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. organ that detects light and converts it into electro-chemical impulses in neurons. organ that detects light and converts it into electro-chemical impulses in neurons. organ that smells and facilitates breathing. male adult human. part of the body at the front of the head. garment for the upper body. protein filament that grows from follicles found in the dermis, or skin"
MBdsW19,eye. face. nose. eyebrow. background,"organ that detects light and converts it into electro-chemical impulses in neurons. part of the body at the front of the head. part of the body at the front of the head. organ that smells and facilitates breathing. organ that detects light and converts it into electro-chemical impulses in neurons. arch of hair above the eye of a human. decentralized, internet-based protest movement which organizes cyber attacks and demonstrations for freedom and against various forms of grievance. decentralized, internet-based protest movement which organizes cyber attacks and demonstrations for freedom and against various forms of grievance"
mErGXnG,head of man . man has head ,"piece of fabric with a distinctive design, used as a symbol. common name of Homo sapiens, unique extant species of the genus Homo. piece of fabric with a distinctive design, used as a symbol. anterior anatomical region in many animals, which tends to contain sensory and nervous organs and orifices for ingestion and breathing. piece of fabric with a distinctive design, used as a symbol. piece of fabric with a distinctive design, used as a symbol. piece of fabric with a distinctive design, used as a symbol. male adult human. male adult human. piece of fabric with a distinctive design, used as a symbol. American politician"
meTteYg,hair. window. face. bed. pillow. eye. curtain,"protein filament that grows from follicles found in the dermis, or skin. opening in a wall, door, roof or vehicle that allows the passage of light. opening in a wall, door, roof or vehicle that allows the passage of light. part of the body at the front of the head. piece of furniture used as a place to sleep or relax. cushion for the head. opening in a wall, door, roof or vehicle that allows the passage of light. organ that detects light and converts it into electro-chemical impulses in neurons. cloth used to block out light"
MfHuFve,mouth of man . nose of man . nose on face . eye of man . man has hair . man has nose ,"part of the body at the front of the head. male adult human. protein filament that grows from follicles found in the dermis, or skin. first portion of the alimentary canal that receives food. organ that smells and facilitates breathing. male adult human. organ that detects light and converts it into electro-chemical impulses in neurons. being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans). male adult human"
mHAg22Y,letter,grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing
MhnioLP,nose on face . woman has hand . woman has hair . woman wearing shirt ,"garment for the upper body. protein filament that grows from follicles found in the dermis, or skin. organ that smells and facilitates breathing. protein filament that grows from follicles found in the dermis, or skin. male adult human. extremity at the end of an arm or forelimb. organ that detects sound; organ of hearing and balanc. garment for the upper body. garment for the upper body. protein filament that grows from follicles found in the dermis, or skin. female adult human. extremity at the end of an arm or forelimb. protein filament that grows from follicles found in the dermis, or skin. part of the body at the front of the head. garment for the upper body"
MLw5fUA,man has head . man has hand . man has face . man has arm . man has hair . man wearing glass . man wearing jacket . man wearing coat . head of man . hand of man . glass on man . glass on face . face of man . arm of man . hair on head ,"male adult human. anterior anatomical region in many animals, which tends to contain sensory and nervous organs and orifices for ingestion and breathing. extremity at the end of an arm or forelimb. part of the body at the front of the head. forearm and upper arm together. extremity at the end of an arm or forelimb. protein filament that grows from follicles found in the dermis, or skin. clothing for the upper body"
MmdEDKF,man has hair . man wearing shirt ,"garment for the upper body. male adult human. protein filament that grows from follicles found in the dermis, or skin. protein filament that grows from follicles found in the dermis, or skin. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. object or device that emits light. object or device that emits light. shaped head covering, having a brim and a crown, or one of these. male adult human. garment for the upper body. common name of Homo sapiens, unique extant species of the genus Homo. male adult human"
Mmtyp8J,woman carrying bag . letter on sign ,"semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. simple tool in the form of a non-rigid container. female adult human. orange-pear hybridized organism, species of vegetable. grapheme in an alphabetic system of writing. flat, movable structure used to open and close an entrance. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. part of a tree; a shoot axis that develops from an axillary bud meristem or from equal divisions of a meristematic apical cell. furniture or fixture used as a source of light. anterior anatomical region in many animals, which tends to contain sensory and nervous organs and orifices for ingestion and breathing. multicellular eukaryote of the kingdom Plantae. grapheme in an alphabetic system of writing. usually female practitioner of witchcraft"
mn6RF0J,nose of man . nose on face . ear of man . man has nose . man has hair . man has ear . man has eye . man has neck . man has mouth . man has face . eye of man . mouth of man . face of man ,"organ that smells and facilitates breathing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. organ that detects sound; organ of hearing and balanc. male adult human. organ that detects light and converts it into electro-chemical impulses in neurons. part of the body, on many terrestrial or secondarily aquatic vertebrates, that distinguishes the head from the torso or trunk. organ that detects sound; organ of hearing and balanc. first portion of the alimentary canal that receives food. organ that detects light and converts it into electro-chemical impulses in neurons. part of the body at the front of the head. 43rd president of the United States"
MOMyvfC,head has nose . head has hair . hair on head ,"first portion of the alimentary canal that receives food. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. anterior anatomical region in many animals, which tends to contain sensory and nervous organs and orifices for ingestion and breathing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. organ that smells and facilitates breathing. protein filament that grows from follicles found in the dermis, or skin. organ that detects sound; organ of hearing and balanc. organ that detects light and converts it into electro-chemical impulses in neurons. organ that detects light and converts it into electro-chemical impulses in neurons. organ that detects sound; organ of hearing and balanc. part of the body at the front of the head. 45th president of the United States (2017–2021)"
mpA6ezG,hair. letter,"protein filament that grows from follicles found in the dermis, or skin. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. protein filament that grows from follicles found in the dermis, or skin. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing"
MQqsZvW,sign,"semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. something that represents an idea, a process, or a physical entity. something that represents an idea, a process, or a physical entity. something that represents an idea, a process, or a physical entity. something that represents an idea, a process, or a physical entity"
mrjFNGX,mouth of man . man has mouth . man has hair . man has nose . man has eye . man has face . man has ear . person wearing shirt . nose of man . nose on face . eye of man . man wearing shirt . ear of man ,"first portion of the alimentary canal that receives food. garment for the upper body. opening in a wall, door, roof or vehicle that allows the passage of light. male adult human. protein filament that grows from follicles found in the dermis, or skin. being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans). organ that smells and facilitates breathing. organ that detects light and converts it into electro-chemical impulses in neurons. organ that detects light and converts it into electro-chemical impulses in neurons. part of the body at the front of the head. male adult human. protein filament that grows from follicles found in the dermis, or skin"
mSA9fTA,man has hair . man has head . man wearing tie . man wearing jacket . sign on building . tie on man . hair on head . head of man ,"male adult human. garment for the upper body. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. clothing item, traditionally worn by boys and men with dress shirt. protein filament that grows from follicles found in the dermis, or skin. structure, typically with a roof and walls, standing more or less permanently in one place. anterior anatomical region in many animals, which tends to contain sensory and nervous organs and orifices for ingestion and breathing. clothing for the upper body. American football player, Heisman Trophy winner, quarterback"
mVDgP9C,bottle on counter . letter on sign ,"cylindrical container. cylindrical container. graphic mark or emblem commonly used by commercial enterprises. furniture item. cylindrical container. object or device that emits light. cylindrical container. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. cylindrical container. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. object or device that emits light. grapheme in an alphabetic system of writing. alcoholic beverage, sweetened and flavored distilled spirit. alcoholic beverage, sweetened and flavored distilled spirit. alcoholic beverage, sweetened and flavored distilled spirit. alcoholic beverage, sweetened and flavored distilled spirit. alcoholic beverage, sweetened and flavored distilled spirit"
mvfGs4u,man has hand . hand of man ,"extremity at the end of an arm or forelimb. male adult human. male adult human. extremity at the end of an arm or forelimb. being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans). protein filament that grows from follicles found in the dermis, or skin. part of the body at the front of the head. structure, typically with a roof and walls, standing more or less permanently in one place. structure, typically with a roof and walls, standing more or less permanently in one place. 45th president of the United States (2017–2021)"
mVjzFQY,nose on face ,organ that detects light and converts it into electro-chemical impulses in neurons. rock or artificial rock-like material. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. organ that detects light and converts it into electro-chemical impulses in neurons. organ that smells and facilitates breathing. first portion of the alimentary canal that receives food. organ that detects sound; organ of hearing and balanc. part of the body at the front of the head. one of usually five articulated digits at the end of the tetrapod hand. soft foot of a mammal. bear found in tropical forest habitats of Southeast Asia
mycUTal,mouth of man . man has mouth . man has face . woman has hair . ear of man . face of man ,"first portion of the alimentary canal that receives food. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. male adult human. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. protein filament that grows from follicles found in the dermis, or skin. garment for the upper body. female adult human. organ that detects sound; organ of hearing and balanc. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. part of the body at the front of the head. protein filament that grows from follicles found in the dermis, or skin"
mYU8r9Y,mouth of man . hand of man . nose of man . nose on face . man has mouth . man has hand . man has nose . man has eye . man has face . man has hair . man has finger . man holding paper . eye of man . face of man . finger of man ,"first portion of the alimentary canal that receives food. one of usually five articulated digits at the end of the tetrapod hand. extremity at the end of an arm or forelimb. one of usually five articulated digits at the end of the tetrapod hand. one of usually five articulated digits at the end of the tetrapod hand. one of usually five articulated digits at the end of the tetrapod hand. organ that smells and facilitates breathing. male adult human. organ that detects light and converts it into electro-chemical impulses in neurons. part of the body at the front of the head. organ that detects light and converts it into electro-chemical impulses in neurons. thin, flexible material mainly used for writing upon, printing upon, drawing or for packaging. one of usually five articulated digits at the end of the tetrapod hand. protein filament that grows from follicles found in the dermis, or skin. one of usually five articulated digits at the end of the tetrapod hand. Supreme law of the United States of America"
mZmgkws,glass on man . glass on face . ear of man . ear of person . hand of man . man has ear . man has hand . man has hair . man has mouth . man has nose . man has face . man wearing glass . man wearing shirt . man wearing tie . mouth of man . mouth of person . nose of man . nose of person . face of man . face of person . person has hair . person wearing glass . person wearing tie ,"amorphous solid that exhibits a glass transition when heated towards the liquid state. organ that detects sound; organ of hearing and balanc. grapheme in an alphabetic system of writing. one of usually five articulated digits at the end of the tetrapod hand. graphic mark or emblem commonly used by commercial enterprises. extremity at the end of an arm or forelimb. protein filament that grows from follicles found in the dermis, or skin. male adult human. first portion of the alimentary canal that receives food. organ that smells and facilitates breathing. clothing item, traditionally worn by boys and men with dress shirt. part of the body at the front of the head. being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans). American politician"
MZQc8jz,face. hair,"part of the body at the front of the head. protein filament that grows from follicles found in the dermis, or skin"
mZvaiMI,hair on head ,"protein filament that grows from follicles found in the dermis, or skin. perennial woody plant. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. multicellular eukaryote of the kingdom Plantae. organ that detects light and converts it into electro-chemical impulses in neurons. first portion of the alimentary canal that receives food. organ that detects light and converts it into electro-chemical impulses in neurons. organ that smells and facilitates breathing. part of the body at the front of the head. anterior anatomical region in many animals, which tends to contain sensory and nervous organs and orifices for ingestion and breathing. protein filament that grows from follicles found in the dermis, or skin. perennial woody plant. genus of ape"
N26emlc,woman has hair . woman has mouth . woman has face . woman has ear . woman wearing shirt . mouth of woman . ear of woman ,"garment for the upper body. female adult human. protein filament that grows from follicles found in the dermis, or skin. first portion of the alimentary canal that receives food. part of the body at the front of the head. being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans). female adult human. organ that detects sound; organ of hearing and balanc"
N4EIWJX,man has face . man has head . man has hair . man has hand . man has neck . man wearing tie . man wearing shirt . man wearing jacket . letter on sign . face of man . head of man . tie near neck . tie on man . hair on head . hand of man . shirt under jacket ,"male adult human. grapheme in an alphabetic system of writing. part of the body at the front of the head. anterior anatomical region in many animals, which tends to contain sensory and nervous organs and orifices for ingestion and breathing. grapheme in an alphabetic system of writing. clothing item, traditionally worn by boys and men with dress shirt. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. protein filament that grows from follicles found in the dermis, or skin. extremity at the end of an arm or forelimb. garment for the upper body. clothing for the upper body. part of the body, on many terrestrial or secondarily aquatic vertebrates, that distinguishes the head from the torso or trunk"
naXRSpK,letter on sign . tree behind sign ,"semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. weight bearing and locomotive anatomical structure, usually having a columnar shape, function as ""extensible struts"". grapheme in an alphabetic system of writing. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. perennial woody plant. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. American politician, businessman, and 29th Governor of New Mexico"
NDFCXLG,arm of man . man has arm . man wearing jacket . head of man . man has head . man wearing tie . man wearing shirt . face of man ,"clothing item, traditionally worn by boys and men with dress shirt. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. garment for the upper body. piece of furniture for sitting on. forearm and upper arm together. anterior anatomical region in many animals, which tends to contain sensory and nervous organs and orifices for ingestion and breathing. piece of fabric with a distinctive design, used as a symbol. male adult human. forearm and upper arm together. part of the body at the front of the head. extremity at the end of an arm or forelimb. object or device that emits light. national flag of the United States of America. 45th president of the United States (2017–2021)"
NdIEduW,man has hair . man has head . man has face . man wearing shirt . man wearing jacket . sign on sign . tree behind man . logo on sign . hair on head . head of man . face of man ,"male adult human. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. perennial woody plant. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. graphic mark or emblem commonly used by commercial enterprises. garment for the upper body. perennial woody plant. protein filament that grows from follicles found in the dermis, or skin. clothing for the upper body. anterior anatomical region in many animals, which tends to contain sensory and nervous organs and orifices for ingestion and breathing. perennial woody plant. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. part of the body at the front of the head. perennial woody plant. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. perennial woody plant. American politician, businessman, and 29th Governor of New Mexico. species of plant. species of plant. species of plant. species of plant. species of plant"
nEE5sjy,hand. mirror. letter. window. finger. ear. man. face. mouth. hair. tree. nose,"extremity at the end of an arm or forelimb. grapheme in an alphabetic system of writing. opening in a wall, door, roof or vehicle that allows the passage of light. one of usually five articulated digits at the end of the tetrapod hand. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. organ that detects sound; organ of hearing and balanc. male adult human. part of the body at the front of the head. opening in a wall, door, roof or vehicle that allows the passage of light. first portion of the alimentary canal that receives food. protein filament that grows from follicles found in the dermis, or skin. perennial woody plant. organ that smells and facilitates breathing. front window of vehicle"
nefjbtQ,face of man . man has face . man has neck . man has hand . man has hair . man wearing shirt . man wearing pant . man wearing tie . man wearing jacket . tie near neck . hand of man ,"clothing item, traditionally worn by boys and men with dress shirt. part of the body at the front of the head. garment for the upper body. part of the body, on many terrestrial or secondarily aquatic vertebrates, that distinguishes the head from the torso or trunk. clothing for the upper body. clothing for the legs and lower body. male adult human. male adult human. clothing item, traditionally worn by boys and men with dress shirt. protein filament that grows from follicles found in the dermis, or skin. extremity at the end of an arm or forelimb. extremity at the end of an arm or forelimb. protein filament that grows from follicles found in the dermis, or skin. part of the body at the front of the head. garment for the upper body. 48th vice president of the United States"
nHevBnI,hand. symbol. finger. person. flag,"extremity at the end of an arm or forelimb. one of usually five articulated digits at the end of the tetrapod hand. being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans). piece of fabric with a distinctive design, used as a symbol. piece of fabric with a distinctive design, used as a symbol. piece of fabric with a distinctive design, used as a symbol. piece of fabric with a distinctive design, used as a symbol. communist symbol. 45th president of the United States (2017–2021). agricultural tool"
Nkvcr8I,sign. shirt. man. hair. curtain. face. hand. door,"semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. garment for the upper body. male adult human. protein filament that grows from follicles found in the dermis, or skin. protein filament that grows from follicles found in the dermis, or skin. cloth used to block out light. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. part of the body at the front of the head. part of the body at the front of the head. extremity at the end of an arm or forelimb. protein filament that grows from follicles found in the dermis, or skin. flat, movable structure used to open and close an entrance. fictional king of the Shrek franchise. character in the Shrek movie series. character of the Shrek film series. character of the Shrek film series"
NLdr9yb,letter on sign . letter on car ,"semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. object or device that emits light. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. grapheme in an alphabetic system of writing. road vehicle powered by a motor to carry driver and small number of passengers. object or device that emits light. object or device that emits light. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. road vehicle powered by a motor to carry driver and small number of passengers. American politician"
nlzn1IN,lines. leaf. screen,"main organ of photosynthesis and transpiration in higher plants, usually consisting of a flat green blade attached to the stem directly or by a stalk. output device for presentation of information in visual form. genus of plants"
nm9n7k0,mouth. letter. head. face. nose. star. eye. flag. woman. hat,"first portion of the alimentary canal that receives food. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. anterior anatomical region in many animals, which tends to contain sensory and nervous organs and orifices for ingestion and breathing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. part of the body at the front of the head. organ that smells and facilitates breathing. astronomical object consisting of a luminous spheroid of plasma held together by its own gravity. organ that detects light and converts it into electro-chemical impulses in neurons. piece of fabric with a distinctive design, used as a symbol. female adult human. piece of fabric with a distinctive design, used as a symbol. shaped head covering, having a brim and a crown, or one of these. grapheme in an alphabetic system of writing"
nnEBoVw,woman has face . woman has hair . face of woman ,"female adult human. protein filament that grows from follicles found in the dermis, or skin. being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans). part of the body at the front of the head. protein filament that grows from follicles found in the dermis, or skin. being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)"
nNYop46,head has ear ,"organ that smells and facilitates breathing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. male adult human. anterior anatomical region in many animals, which tends to contain sensory and nervous organs and orifices for ingestion and breathing. organ that detects sound; organ of hearing and balanc. anterior anatomical region in many animals, which tends to contain sensory and nervous organs and orifices for ingestion and breathing. part of the body at the front of the head. part of the body at the front of the head. grapheme in an alphabetic system of writing. equine with long ears. trunk-bearing large mammal. decentralized, internet-based protest movement which organizes cyber attacks and demonstrations for freedom and against various forms of grievance"
NpDM9E8,leaf on tree . nose of man . tree behind man . tree has leaf . face of man . ear of man . man has head . man has nose . man has hair . man has face . man has ear . man has eye . man has hand . man wearing shirt . sign above head . sign behind man . eye of man . hand of man ,"organ that detects sound; organ of hearing and balanc. main organ of photosynthesis and transpiration in higher plants, usually consisting of a flat green blade attached to the stem directly or by a stalk. anterior anatomical region in many animals, which tends to contain sensory and nervous organs and orifices for ingestion and breathing. organ that smells and facilitates breathing. main organ of photosynthesis and transpiration in higher plants, usually consisting of a flat green blade attached to the stem directly or by a stalk. perennial woody plant. garment for the upper body. main organ of photosynthesis and transpiration in higher plants, usually consisting of a flat green blade attached to the stem directly or by a stalk. part of the body at the front of the head. organ that detects sound; organ of hearing and balanc. male adult human. organ that detects light and converts it into electro-chemical impulses in neurons. extremity at the end of an arm or forelimb"
NpsCjMn,ear of man . eye of man . man has ear . man has eye . man has neck . man has nose . man has mouth . man has face . man wearing shirt . man wearing hat . nose of man . nose of head . mouth of man . face of man . head wearing hat . hat on man . hat on head ,"organ that detects sound; organ of hearing and balanc. organ that detects light and converts it into electro-chemical impulses in neurons. grapheme in an alphabetic system of writing. garment for the upper body. grapheme in an alphabetic system of writing. part of the body, on many terrestrial or secondarily aquatic vertebrates, that distinguishes the head from the torso or trunk. male adult human. organ that smells and facilitates breathing. organ that detects sound; organ of hearing and balanc. first portion of the alimentary canal that receives food. part of the body at the front of the head. anterior anatomical region in many animals, which tends to contain sensory and nervous organs and orifices for ingestion and breathing. shaped head covering, having a brim and a crown, or one of these"
nqfekut,nose of man . nose on face . head of person . head of man . face of person . ear of man . man has head . man has face . hair on head . eye of man . face of man . man has nose . man has ear . man has hair . man has eye . man has neck . man wearing shirt ,"organ that smells and facilitates breathing. anterior anatomical region in many animals, which tends to contain sensory and nervous organs and orifices for ingestion and breathing. part of the body at the front of the head. organ that detects sound; organ of hearing and balanc. being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans). male adult human. protein filament that grows from follicles found in the dermis, or skin. garment for the upper body. anterior anatomical region in many animals, which tends to contain sensory and nervous organs and orifices for ingestion and breathing. organ that detects light and converts it into electro-chemical impulses in neurons. organ that detects light and converts it into electro-chemical impulses in neurons. part of the body at the front of the head. male adult human. part of the body, on many terrestrial or secondarily aquatic vertebrates, that distinguishes the head from the torso or trunk. character in Game of Thrones as well as A Song of Ice and Fire"
NsCDfKJ,ear of woman . head of woman . glass on woman . glass on face . hair on head . woman has ear . woman has head . woman has hair . woman has face . woman wearing glass . woman wearing pant . woman wearing jacket . face of woman ,"organ that detects sound; organ of hearing and balanc. multicellular eukaryote of the kingdom Plantae. multicellular eukaryote of the kingdom Plantae. grapheme in an alphabetic system of writing. anterior anatomical region in many animals, which tends to contain sensory and nervous organs and orifices for ingestion and breathing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. amorphous solid that exhibits a glass transition when heated towards the liquid state. multicellular eukaryote of the kingdom Plantae. protein filament that grows from follicles found in the dermis, or skin. female adult human. part of the body at the front of the head. clothing for the legs and lower body. clothing for the upper body. multicellular eukaryote of the kingdom Plantae"
nsEOOZO,letter. sign,"grapheme in an alphabetic system of writing. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc."
NssAP3V,woman has hair . girl has hair ,"semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. footwear. female adult human. footwear. protein filament that grows from follicles found in the dermis, or skin. protein filament that grows from follicles found in the dermis, or skin. garment for the upper body. garment for the upper body. garment for the upper body. male adult human. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. garment for the lower body ending above the knee. young female human"
NtpMxK9,nose on face ,"protein filament that grows from follicles found in the dermis, or skin. organ that smells and facilitates breathing. organ that detects light and converts it into electro-chemical impulses in neurons. cloth used to block out light. part of the body at the front of the head. part of the body, on many terrestrial or secondarily aquatic vertebrates, that distinguishes the head from the torso or trunk. first portion of the alimentary canal that receives food. organ that detects sound; organ of hearing and balanc. first portion of the alimentary canal that receives food. organ that detects light and converts it into electro-chemical impulses in neurons. part of the body at the front of the head. organ that detects sound; organ of hearing and balanc. garment for the upper body. organ that smells and facilitates breathing. cloth used to block out light. American cult leader"
NwfrHyS,hand of man . head of man . nose of man . nose on face . mouth of man . man has hand . man has head . man has nose . man has mouth . man has face . face of man . man wearing shirt . hair on head ,"extremity at the end of an arm or forelimb. anterior anatomical region in many animals, which tends to contain sensory and nervous organs and orifices for ingestion and breathing. being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans). physical structure of a living creature. grapheme in an alphabetic system of writing. physical structure of a living creature. grapheme in an alphabetic system of writing. organ that smells and facilitates breathing. first portion of the alimentary canal that receives food. male adult human. garment for the upper body. part of the body at the front of the head. male adult human. male adult human. physical structure of a living creature. fictional Star Trek character. fictional character in the Star Trek franchise"
